,Gross Profit Growth,Gross Margin,grossProfitMargin,Intangibles to Total Assets,Net Income,assetTurnover,Revenue,Interest Expense,Debt to Assets,R&D Expenses,SG&A Expense
69,0.0498,0.397,0.3970169490260999,0.0612,390498000.0,2.3310690522407995,5361960000.0,129116000.0,1.1854,0.0,1390400000.0
70,0.2066,0.3862,0.38624930128563,0.043,3064000000.0,0.54860472247777,10734000000.0,594000000.0,0.2276,177000000.0,650000000.0
71,0.0465,1.0,1.0,0.0,1184667665.1306,0.1058179380831999,18274823579.1091,5262987219.6621,0.204,0.0,0.0
72,0.3329,0.1137,0.11365368375523,0.2172,2780000000.0,1.0447815795137,97102000000.0,1003000000.0,0.2961,0.0,2418000000.0
73,0.0301,0.2364,0.23636044749007,0.2379,7911000000.0,2.0055526243059,79823000000.0,665000000.0,0.7979,0.0,7408000000.0
74,0.1461,0.7996,0.79962468200482,0.5391,507885000.0,0.42325983366943,1433984000.0,133114000.0,0.7602,81411000.0,292805000.0
75,0.0518,0.9229,0.92291945206857,0.0093,606011000.0,0.20159559069922,1273006000.0,61490000.0,0.1762,0.0,306083000.0
76,-0.0934,0.6305,0.6305248618784499,0.2594,6434000000.0,0.38281099788502,31856000000.0,919000000.0,0.5313,0.0,10307000000.0
77,0.0529,0.9527,0.95267396798652,0.102,132052000.0,0.0873425038792729,445125000.0,97548000.0,0.4032,0.0,52993000.0
78,0.2853,0.4692,0.46923335140858,0.0,6257000000.0,0.5534009717062,38727000000.0,735000000.0,0.2139,369000000.0,401000000.0
79,0.085,0.2944,0.2943993744502,0.0,873000000.0,0.80337652139772,10231000000.0,487000000.0,0.6064,0.0,280000000.0
80,0.0756,0.4494,0.44937241309688,0.3862,12598000000.0,0.60279113166596,59434000000.0,574000000.0,0.2117,0.0,8860000000.0
81,0.3435,0.2786,0.2786478216173,0.0178,14824000000.0,0.6552313649488101,166339000000.0,748000000.0,0.1357,1210000000.0,3838000000.0
82,0.1292,0.4604,0.46042327357453,0.1641,2057000000.0,0.35657250992338,15451000000.0,0.0,0.0461,1071000000.0,2764000000.0
83,1.5894,0.1119,0.11187100361412,0.0499,-284600000.0,0.22445057345031,1798500000.0,137400000.0,0.2365,13000000.0,91800000.0
84,0.0187,0.2537,0.25371994811559,0.0892,9862000000.0,2.4464018540793,500343000000.0,2330000000.0,0.2273,0.0,106510000000.0
85,0.7314,0.3471,0.3471102726805,0.0,1128100000.0,0.6608114233907499,2332400000.0,118900000.0,0.593,0.0,116800000.0
86,0.0579,0.6806,0.68059299191375,0.3592,6220000000.0,0.51180463956823,42294000000.0,0.0,0.3039,9752000000.0,10102000000.0
87,0.0317,0.3991,0.3991055594109,0.6174,3381000000.0,0.41349296178801,25938000000.0,520000000.0,0.2929,0.0,6475000000.0
88,0.0521,0.4118,0.41181513778345,0.1909,466772000.0,0.38936845765869,11763096000.0,769513000.0,0.5055,0.0,2183842000.0
89,-0.0506,1.7925,1.792536271239,0.0,-348200000.0,0.42229248234851,2577800000.0,88000000.0,0.3427,-104200000.0,0.0
90,-0.1774,0.1804,0.18044574487954,0.0202,-25600000.0,0.39839777772266,3212600000.0,101200000.0,0.2152,109200000.0,133000000.0
91,0.1757,1.0,1.0,0.0041,3507000000.0,0.034174081394486,10132000000.0,0.0,0.0232,0.0,4762000000.0
92,0.264,0.3514,0.35141223068244,0.0234,-640948000.0,0.3881006790983,3048121000.0,227124000.0,0.4566,56147000.0,265822000.0
93,0.4329,0.5993,0.59934115709286,0.0596,3047000000.0,0.8641579930611201,9714000000.0,61000000.0,0.1779,1797000000.0,815000000.0
94,0.0019,0.6692,0.6692121940157599,0.5104,15297000000.0,0.56141183918962,81581000000.0,1005000000.0,0.1993,10775000000.0,33315000000.0
95,0.2689,0.3732,0.37317770136097,0.4363,675000000.0,0.7062425175303599,20647000000.0,676000000.0,0.3821,2400000000.0,1473000000.0
96,0.086,0.7136,0.71363127354169,0.6802,1671000000.0,0.46778418019906,9823000000.0,241000000.0,0.336,1113000000.0,3569000000.0
97,0.0498,1.0,1.0,0.0389,2775000000.0,0.041778206668739,9005000000.0,0.0,0.1106,0.0,4930000000.0
98,0.0998,0.3808,0.3808413997244099,0.1975,627400000.0,0.7747245505825301,5878300000.0,128200000.0,0.3646,650700000.0,618000000.0
99,-0.114,1.0,1.0,0.0124,6419329896.9072,0.060547515225751,24231443298.9691,0.0,0.0636,0.0,14829381443.299
100,0.0546,1.0,1.0,0.0567,4266000000.0,0.045172829061407,16392000000.0,0.0,0.1339,0.0,8627000000.0
101,1.0345,0.1114,0.1113908118313399,0.0066,-35339155.55556,0.5519277526919101,1589000000.0,51500585.18517999,0.31144,9204600.0,63000000.0
102,0.8358,0.3318,0.33179096352749,0.0,40000000.0,0.34046890927625,7348000000.0,478000000.0,0.382,0.0,431000000.0
103,0.2403,0.3229,0.3229342007810399,0.4156,31812000.0,0.6916748954513801,950528000.0,21704000.0,0.3457,0.0,211057000.0
104,0.3287,0.7509999999999999,0.7509588649432801,0.0,-93991000.0,0.2207258519603699,902369000.0,101176000.0,0.5187,301492000.0,99856000.0
105,0.0236,0.5962,0.59617894594716,0.2424,3935000000.0,0.73736435137557,44438000000.0,311000000.0,0.2742,0.0,10743000000.0
106,0.0468,0.36,0.35999634335863,0.0308,2486000000.0,0.89261525907793,10939000000.0,0.0,0.0,0.0,1279000000.0
107,0.1117,0.4127,0.41269000582596,0.0967,3152000000.0,0.4452961015070399,18881000000.0,194000000.0,0.2435,0.0,2450000000.0
108,0.1878,0.3564,0.35640902243053,0.0126,7173000000.0,0.430426716141,95584000000.0,5790000000.0,0.3799,1166000000.0,7086000000.0
109,0.2994,0.5985,0.5984752775202901,0.0,324595000.0,0.45687423692469,1105775000.0,57904000.0,0.4064,0.0,96138000.0
110,0.193,0.5845,0.5844724965661601,0.6282,2368000000.0,0.45521265984845,30578000000.0,826000000.0,0.2913,2300000000.0,9744000000.0
111,-0.0101,1.0,1.0,0.0237,2193000000.0,0.045820810712745,6693000000.0,0.0,0.1159,0.0,3805000000.0
112,0.4504,0.3011,0.30105647825952,0.0873,-321421000.0,0.60824104283359,3326997000.0,51578000.0,0.2046,0.0,134071000.0
113,0.0411,1.0,1.0,0.0273,7096000000.0,0.045235721285309,21142000000.0,0.0,0.1187,0.0,10594000000.0
114,0.129,0.1942,0.1941815736648,0.096,10460000000.0,0.86168934636457,101127000000.0,475000000.0,0.118,3269000000.0,4567000000.0
115,0.4558,0.1332,0.13322026735224,0.1939999999999999,593780412.3711,0.90012776459692,11896772680.4124,407046649.4845,0.2907,0.0,426000000.0
116,0.0179,0.6021,0.60211543483938,0.0,188000000.0,0.69878638561913,7658000000.0,92000000.0,0.2373,0.0,2338000000.0
117,0.5103,0.7009,0.7009210390148001,0.0,-1011600000.0,0.3158978717839699,1932600000.0,159000000.0,0.4122,300000.0,221700000.0
118,0.0854,0.7783,0.77833612506979,0.2302,2530000000.0,0.4709233533459,10746000000.0,0.0,0.4045,1285000000.0,4522000000.0
119,0.0407,1.0,1.0,0.0232,1393000000.0,0.039299142313455,4275000000.0,0.0,0.0978,0.0,2647000000.0
120,-0.0843,1.0,1.0,0.0068,306896551.7241,0.0183890806349799,28495402298.8506,0.0,0.1293,0.0,26551724137.931
121,0.1391,0.6068,0.60682309675116,0.4234,520831000.0,0.51168715925771,2409170000.0,685000.0,0.0,714444000.0,238166000.0
122,0.0559,0.2341,0.23409382911272,0.4212,5024000000.0,1.9308466913276,131537000000.0,616000000.0,0.2113,0.0,24694000000.0
123,0.1122,0.1766,0.17661791219797,0.0,170365000.0,0.89621333770632,4547002000.0,0.0,0.4061,0.0,444154000.0
124,0.2773,0.3208,0.32077300728603,0.016,2615300000.0,0.6866129898014,31979000000.0,166500000.0,0.0946,0.0,6769500000.0
125,0.0243,0.4831,0.4831256899542701,0.3141,6963000000.0,0.45587548078651,25364000000.0,665000000.0,0.4627,0.0,2756000000.0
126,0.023,0.6973,0.69729242479885,0.6704,3104000000.0,0.32773844824002,29953000000.0,1146000000.0,0.2818,2256000000.0,10238000000.0
127,-0.2304,0.4039,0.4039098740887999,0.031,-1996000000.0,0.11759205143191,3018000000.0,620000000.0,0.3888,0.0,188000000.0
128,-0.0144,1.0,1.0,0.0069999999999999,1769035532.9949,0.017354888408279,24959390862.9442,0.0,0.2828,0.0,14068527918.7817
129,0.4848,0.6318,0.63183442191874,0.0,322698000.0,0.31199570970833,1473625000.0,69688000.0,0.5863,0.0,71495000.0
130,0.0682,0.3102,0.3101905873201099,0.3302,1908000000.0,0.5559620132268901,30852000000.0,552000000.0,0.2188,1663000000.0,4851000000.0
131,0.069,0.6511,0.6511023821591501,0.2964,5580000000.0,0.92104802474179,15784000000.0,125000000.0,0.2957,1559000000.0,1684000000.0
132,0.2085,0.2435,0.2435097492328399,0.053,1151703000.0,0.69073185886253,12593196000.0,469620000.0,0.5161,0.0,0.0
133,0.1055,0.1621,0.1620832669507,0.5864,-594000000.0,0.99044569776438,194579000000.0,2619000000.0,0.3738,0.0,21368000000.0
134,0.3232,0.5243,0.52428085369626,0.0168,-282000000.0,0.3016843185741599,6466000000.0,399000000.0,0.3113,362000000.0,473000000.0
135,0.2127,0.664,0.6639600015036999,0.6837,77100000.0,0.43727192030772,2660100000.0,98400000.0,0.3963,434000000.0,625400000.0
136,-0.0436,1.0,1.0,0.0808,1541788000.0,0.23624344633384,6833259000.0,163990000.0,0.3567,0.0,3269564000.0
137,-0.0255,0.5695,0.5694551036070601,0.7913,-712000000.0,0.4292114105013499,6515000000.0,394000000.0,0.5525,0.0,1958000000.0
138,0.5433,0.2815,0.28149889019454,0.18662,989627462.2255399,0.54434968017058,7659000000.0,101355266.01101999,0.2011,63000000.0,1193000000.0
139,0.2947,0.7328,0.7327864512330501,0.0295,-154960000.0,0.91432999859095,506142000.0,1013000.0,0.155,136791000.0,388124000.0
140,1.3612,0.4199,0.41987958170487,0.0002,4131000000.0,0.43175080950426,18934000000.0,389000000.0,0.2353,110000000.0,1613000000.0
141,0.1312,0.1906,0.19060640951833,0.0646,-1977037037.037,0.5925968044578399,15440000000.0,464444444.4444,0.2605,1591111111.1111,289629629.6296
142,0.0945,1.0,1.0,0.0202,2790000000.0,0.072467975129223,7739000000.0,0.0,0.2247,0.0,1955000000.0
143,0.074,0.9675,0.96746713078637,0.0,670097000.0,0.19793715948531,1123848000.0,52993000.0,0.1465,0.0,190143000.0
144,0.0089,0.6787,0.67871613931254,0.037,2465000000.0,0.83698510078878,21965000000.0,131000000.0,0.1287,0.0,7649000000.0
145,-0.0997,0.1816,0.18162336989859,0.3544,-1921600000.0,0.50648187375174,12552900000.0,482300000.0,0.1691,189200000.0,1140600000.0
146,0.2484,0.2479,0.24785495784526,0.0,227000000.0,0.83083312670469,13403000000.0,122000000.0,0.1117,31000000.0,248000000.0
147,-0.1151,0.6164,0.6163826140275099,0.4262,2841417525.7732,0.5336596331942001,12946211340.2062,985412371.134,0.0257,0.0,3822989690.7216
148,0.0326,0.6588,0.65884951873889,0.0,657535000.0,0.1264297134544399,2578434000.0,413360000.0,0.4324,0.0,53813000.0
149,0.4227,0.684,0.68400826247778,0.0799,77491000.0,0.66939328115176,603693000.0,22178000.0,0.3797,97249000.0,240896000.0
150,0.1454,0.238,0.23799652592079,0.4483,11986000000.0,1.4863060944285,226247000000.0,1400000000.0,0.2401,0.0,34074000000.0
151,0.4393,0.5312,0.5312342145142299,0.1664,1069000000.0,0.38705683003128,5939000000.0,351000000.0,0.2736,0.0,157000000.0
152,0.1125,0.3506,0.35064901000696,0.0269,-7894000.0,1.4277032242633,2363754000.0,2431000.0,0.0254,0.0,741641000.0
153,0.4216,0.4025,0.40247416128852,0.0894,10073000000.0,1.4318466873248,232887000000.0,1417000000.0,0.2038,28837000000.0,18150000000.0
154,0.5921,0.3689,0.3689171330415099,0.7743,1211242000.0,0.6080733722434399,15794341000.0,420493000.0,0.3989,1221814000.0,2999763000.0
155,0.182,0.4643,0.4642582346176699,0.365,240755000.0,0.6689979164158699,1550497000.0,34094000.0,0.4051,118456000.0,246534000.0
156,0.2759,0.3896,0.3896326530612199,0.0,3309000000.0,0.33352391842958,12250000000.0,639000000.0,0.4018,0.0,0.0
157,0.1231,0.3917,0.39171154836654,0.0168,572430000.0,0.50828717242362,6717660000.0,381849000.0,0.713,0.0,761415000.0
158,0.4516,0.1401,0.14007918025151,0.2995,900000000.0,1.9454386589431,60116000000.0,343000000.0,0.2164,0.0,6043000000.0
159,0.0913,1.0,1.0,0.0148,884000000.0,0.041035114770314,2821000000.0,0.0,0.0928,0.0,1280000000.0
160,0.1547,0.5755,0.57550907484159,0.0525,-369672000.0,0.4951949359613,372293000.0,0.0,0.0,215695000.0,372735000.0
161,-0.0119,0.3126,0.31258305466864,0.0268,175402000.0,1.4346729688724,1721005000.0,489000.0,0.0,0.0,168151000.0
162,0.1592,0.3356,0.33564234326824,0.545,2637000000.0,0.31750486209912,48650000000.0,498000000.0,0.2772,0.0,11934000000.0
163,0.0433,0.4991,0.49907897766521,0.1714,-155000000.0,0.19173546421792,8686000000.0,1160000000.0,0.4948,0.0,569000000.0
164,0.0666,0.3904,0.39043747349887,0.3855,553084000.0,0.93770595144018,6803955000.0,194675000.0,0.5486,0.0,1788568000.0
165,0.0206,1.0,1.0,0.0518,3237000000.0,0.04870246392287,10992000000.0,0.0,0.128,0.0,5209000000.0
166,0.0564,0.6986,0.69855226929567,0.1207,994100000.0,0.42672511812416,3377700000.0,8600000.0,0.0,0.0,1068000000.0
167,0.1716,0.9616,0.96158628362018,0.6825,4046000000.0,0.43069334836528,15281000000.0,741000000.0,0.5713,5673000000.0,3250000000.0
168,-0.0151,0.4208,0.42076911566662,0.0909,2447000000.0,0.1715481171548099,13366000000.0,1493000000.0,0.4515,0.0,0.0
169,-0.0867,0.3789,0.3788928131567999,0.1248,101000000.0,2.098536693009,2282379000.0,1570000.0,0.0631,0.0,719607000.0
170,0.0772,1.0,1.0,0.0431,1692000000.0,0.0361454790116999,5802000000.0,0.0,0.1074,0.0,2935000000.0
171,0.1118,0.6037,0.6036525932386,0.0342,2439259259.2593,0.43521361033278,28878518518.5185,1586666666.6667,0.1937,90370370.3704,7831851851.8519
172,0.0308,0.4909,0.49085914848161,0.3482,5349000000.0,0.89767123287671,32765000000.0,0.0,0.4006,1821000000.0,7602000000.0
173,0.0933,0.865,0.86498821815371,0.349,4430700000.0,0.53196857119131,13452900000.0,0.0,0.2347,2597200000.0,2106300000.0
174,0.1043,0.0772,0.077246429757195,0.0753,86330000.0,1.8343080289376,22095416000.0,149002000.0,0.2091,38531000.0,1050716000.0
175,0.1284,0.3048,0.30477169330396,0.2202,4059907000.0,1.6766491405833,40992534000.0,19539000.0,0.001,0.0,6594585000.0
176,-0.2729,0.1612,0.1612440540075,0.1184,-545103092.7835,0.71228623202083,7780515463.9175,1002860824.7423,0.5439,0.0,1305335051.5464
177,0.0958,0.6792,0.6791723133558499,0.1898,4518300000.0,1.023310592638,24719500000.0,170300000.0,0.3908,0.0,1708200000.0
178,0.0556,0.492,0.49202418238765,0.0032,2413000000.0,0.60890584113186,13729000000.0,446000000.0,0.5316,0.0,1685000000.0
179,-0.3351,0.1826,0.18264940655663,0.02,-379631000.0,0.099162527117521,459016000.0,4264000.0,0.1288,33842000.0,46806000.0
180,-0.0261,0.6677,0.66772655007949,0.3959,4597715736.0406,0.5307925464127,39112944162.4365,1012690355.3299,0.4489,4940355329.9492,12582487309.6447
181,-0.2185,0.44,0.44001272939429,0.6414,-2150000000.0,0.31069657070349,18854000000.0,959000000.0,0.4765,1213000000.0,4214000000.0
182,0.4594,0.0881,0.088063426809573,0.0988,2216000000.0,1.3349143506723,34055000000.0,431000000.0,0.361,0.0,316000000.0
183,0.2417,0.0478,0.04779848418822,0.0,3122000000.0,2.3334263782275,117033000000.0,470000000.0,0.1816,0.0,925000000.0
184,0.1224,0.5554,0.55536443545824,0.0837,22844000.0,0.42857257326007,374401000.0,2916000.0,0.0432,13728000.0,117477000.0
185,0.1061,1.0,1.0,0.0705,373000000.0,0.034650474291584,1147000000.0,0.0,0.1437,0.0,551000000.0
186,0.0379,0.8525,0.85247495866965,0.4005,-566900000.0,0.49995138078569,2056600000.0,48200000.0,0.3856,755500000.0,1392500000.0
187,0.0632,0.3405,0.34048204233727,0.0511,8630000000.0,2.2660288800557,100904000000.0,983000000.0,0.607,0.0,17864000000.0
188,0.159,0.4941,0.49407980288823,0.0931,3990303907.3806,0.34371198322389,14801302460.2026,272503617.945,0.2181,2282489146.165,2783068017.3661
189,0.0679,0.613,0.6130121416765699,0.0,-397517000.0,0.26673769145635,4139626000.0,286743000.0,0.3521,4958000.0,926399000.0
190,-0.0445,0.1867,0.18674182959897,0.2899,642000000.0,0.74969239822393,14014000000.0,378000000.0,0.3386,103000000.0,604000000.0
191,-0.0108,0.4626,0.46264975334743,0.0,875000000.0,0.055041957047362,8514000000.0,262000000.0,0.0238,0.0,2691000000.0
192,0.0634,0.3571,0.35705259019612,0.1204,351515000.0,0.58108442544385,5158509000.0,264880000.0,0.4899,0.0,500624000.0
193,0.1058,1.0,1.0,0.0051,1556400000.0,0.0451901295263309,5974700000.0,0.0,0.1064,0.0,3686300000.0
194,0.204,0.2284,0.22839805825243,0.0077,1460300000.0,1.1383957037394,16068000000.0,0.0,0.2269999999999999,0.0,1676800000.0
195,0.0382,0.6013,0.60131225334721,0.1567,2129000000.0,0.84250571148825,41303000000.0,729000000.0,0.4036,0.0,13016000000.0
196,0.0203,0.4494,0.44944082639779,0.2808,613149000.0,1.0060433964385,3159931000.0,89372000.0,0.4762,0.0,668152000.0
197,0.6658,0.2704,0.27037873087534,0.0,4500000.0,0.7518892196613499,5581800000.0,149300000.0,0.1841,0.0,158100000.0
198,0.1881,0.6598,0.65982439745289,0.0,39924000.0,0.1074122707191699,644182000.0,74447000.0,0.3561,0.0,33728000.0
199,0.1353,0.1419,0.1418718603310499,0.3822,618900000.0,0.62190867012797,9714400000.0,123000000.0,0.239,0.0,166500000.0
