,Gross Profit Growth,Gross Margin,Intangibles to Total Assets,Net Income,assetTurnover,Revenue,Interest Expense,Debt to Assets,R&D Expenses,SG&A Expense,Revenue Growth
582,0.592034203420342,0.7521436092864664,0.03561568194367752,0.6012483666029174,0.04766791723663343,0.15963255912758112,0.3714630229740462,0.04316364098006856,0.18231727665828415,0.8312629673322282,0.6097460535346603
613,0.19734473447344733,0.7521436092864664,0.005659856432909995,0.45357196280861467,0.04140182814669788,0.08699440401417678,0.3714630229740462,0.20223435318014474,0.18231727665828415,0.7087826854599378,0.1282086479066575
617,0.585958595859586,0.7521436092864664,0.0,0.4689645282403075,0.0805997165025319,0.05019069257253254,0.694479388286309,0.4812745969277644,0.18231727665828415,0.32287000695764617,0.6023335621139327
618,0.4475697569756976,0.7521436092864664,0.0,0.5881515199092097,0.07467549468920945,0.0914395528964028,0.9402199433040191,0.5915957851974103,0.18231727665828415,0.32285309329585343,0.43349347975291697
631,0.3503600360036004,0.5233916662488092,0.0,0.7069701086788552,0.15071810777508124,0.3504425823450647,0.9243937646015339,0.32080741399009777,0.18231727665828415,0.9318633134678559,0.31516815374056295
641,0.41482898289828984,0.4213007070149928,0.07868580894533407,0.8505718280572186,0.37501713360604266,0.6032623725457825,0.8377613783268308,0.37818966611654187,0.18231727665828415,0.4407222881218918,0.5128345916266301
655,0.7642889288928892,0.7521436092864664,0.0,0.6432870934123874,0.04901075289062767,0.16749126835054595,0.3714630229740462,0.11133680335152978,0.18231727665828415,0.879299881031398,0.8199039121482499
657,0.7025202520252025,0.3535074963646392,0.0,0.6579341992861885,0.4512173839815446,0.9215654138893224,0.3714630229740462,0.47365748381363465,0.18231727665828415,0.9935939505959912,0.6146877144818119
660,0.6758550855085509,0.41553427267712983,0.710104914411927,0.46533736680937127,0.2590308384288221,0.1824272801986834,0.5025942179374953,0.28246794464897806,0.18231727665828415,0.536166081618451,0.5579958819492107
666,0.7737398739873986,0.3252770395627539,0.7088625069022638,0.5238961202724204,0.8202877258690091,0.6074486505305805,0.5830120754323214,0.3517836739875588,0.18231727665828415,0.5714183812100165,0.7717227179135211
694,0.9822232223222321,0.6374667803239232,0.08448371065709552,0.5242163093694253,0.18125156049618177,0.1869638129046543,0.6887286303109004,0.3023993906309509,0.18231727665828415,0.37980139255208506,0.9788606726149625
723,0.6117236723672368,0.5514215514215514,0.05314743235781336,0.3893017281557479,0.08181834959274946,0.042152511512114646,0.8771123310859773,0.5627777072489527,0.18231727665828415,0.4135441478286464,0.5676046671242279
737,0.3212196219621962,0.666900666900667,0.15695748205411372,0.23340900015700392,0.06184098692888871,0.007991877925593194,0.42569909390779076,0.4395074266852863,0.7841353323785754,0.5415508714381666,0.2995195607412492
741,0.3832133213321332,0.25071453642882213,0.0,0.25795125955467757,0.030562139260381344,0.003168172302551766,0.3714630229740462,0.46946807160086335,0.18231727665828415,0.33542417242332423,0.3549759780370625
742,0.30501800180018,0.4034498320212606,0.0,0.39299193840501323,1.0,0.2990662970166028,0.41058209033095844,0.21835724260505268,0.18231727665828415,0.9349775414454483,0.3250514756348662
789,0.49493699369936994,0.4311287168430026,0.3691330756488128,0.4594824804641382,0.4087298051117741,0.3565907661589821,0.550432176418414,0.611273327408912,0.18231727665828415,0.9886213340289189,0.6072752230610845
792,0.3540729072907291,0.46442360728075016,0.024986195472114853,0.5919332127576193,0.7289514139158769,0.6804577340826607,0.4398692166331399,0.009521391392662181,0.18231727665828415,0.5955562907960128,0.34577899794097466
817,0.6152115211521151,0.46241789098931957,0.2406129210381005,0.9139457804887396,0.3528231645406471,0.5441888726861541,0.6076151166093716,0.22000761711311415,0.18231727665828415,0.6703083332968511,0.6940288263555252
820,0.3832133213321332,0.25071453642882213,0.0,0.3753189417194031,0.030562139260381344,0.003168172302551766,0.40569165038637905,0.27675510981338075,0.2826708725910634,0.3204433320171759,0.3549759780370625
831,0.41325382538253824,0.4761069046783333,0.007040309221424628,0.3740834741629651,0.8830956975393693,0.14338271755117718,0.41038498773905935,0.31814142440015236,0.18231727665828415,0.7048544875085687,0.40892244337680167
834,0.3832133213321332,0.7521436092864664,0.0,0.37821749864321413,0.13003140920616055,0.01088755864669246,0.3907790769801564,0.1757014091659261,0.8152382274857265,0.3190602046388264,0.3549759780370625
836,0.36104860486048607,0.4192448478162764,0.3290999447818884,0.5918936527147461,0.3435390523008009,0.41868442648860504,0.6248326077252622,0.4935889297956075,0.18231727665828415,0.8518363226953998,0.3796842827728209
853,0.8831008100810079,0.6222233365090507,0.052181115405853115,0.3150660714528549,0.3750417585716979,0.05416364176222768,0.3756253659441504,0.0,0.7485952447496986,0.6495235571612701,0.8624571036376115
856,0.3198694869486949,0.30923130923130926,0.32979017117614573,0.4134284093030386,0.7270651148512616,0.7166511214293269,0.6682763378338425,0.38034784816554523,0.3256118144631735,0.6828033009462545,0.4236101578586136
859,0.4286678667866787,0.42029784886927746,0.0009663169519602429,0.4192907131563104,0.9088865637247994,0.24576106395938843,0.5307451057687291,0.6464389996191444,0.18231727665828415,0.7768686310067037,0.4072752230610845
864,0.988073807380738,0.40901569472998045,0.008834897846493649,0.19584817350045802,0.40595341564507986,0.6818054207685769,0.9859593388947182,0.3821251745588422,0.18231727665828415,0.744538166489838,0.38984214138641043
869,0.4974122412241224,0.3148473148473149,0.007730535615681943,0.6859427096404116,0.3203049232423275,0.8765904905094154,0.9081154093646919,0.44610892471753205,0.18231727665828415,0.2963261289816294,0.7461908030199039
870,0.6587533753375338,0.4858847715990573,0.5941468801766979,0.3649129617244223,0.2244872408758883,0.0859049889875002,0.6155803801761169,0.5351021962676146,0.47783470423898294,0.43795267600332694,0.47330130404941667
881,0.4138163816381638,0.5783984355412927,0.048591938155715074,0.4952237429487314,0.07776512378291045,0.1455507613171375,0.8286250934788028,0.3253776818585756,0.18231727665828415,0.3509192008332188,0.38160603980782437
884,0.4696219621962196,0.38840695983553125,0.6038100496963004,0.39303026219654663,0.28254236847392217,0.18833277254626193,0.6126238412976307,0.36981084169099915,0.5262241673900186,0.5496082143282491,0.38846945778997943
892,0.724009900990099,0.7363485934914508,0.034787410270568746,0.5405966396216082,0.060126660024645236,0.10236636164444142,0.3714630229740462,0.9341119715627778,0.18231727665828415,0.6082647934255498,0.7534660260809883
894,0.19993249324932497,0.3197613197613197,0.08876311430149088,0.6001023616109344,0.6429038017856619,0.8972315495310811,0.5337828045379973,0.25618890440523046,0.18231727665828415,0.7043682197320268,0.28428277282086484
900,0.4922367236723672,0.4886426314997743,0.0,0.5097583499506118,0.1356929658954572,0.17313309589518844,0.8577730885396437,0.5476704329059287,0.18231727665828415,0.3418006229191957,0.4932052161976665
902,0.4848109810981098,0.38730381587524443,0.16358365543898398,0.5697360499658176,0.5411486279765092,0.5466851302284206,0.7531677178476397,0.6828741906817317,0.6972147140053732,0.8599155852537361,0.5438572409059712
915,0.7183843384338434,0.43248257533971823,0.0,0.5240123278983604,0.787250226273375,0.3861436955198856,0.3545585771511719,0.0,0.18231727665828415,0.9433202051247285,0.7361702127659575
929,0.7710396039603961,0.4294740009025724,0.2694643843180563,0.5254549652269696,0.20329910290999664,0.43950202836511937,0.7808699560067014,0.5164402691379967,0.18231727665828415,0.6631763549135841,0.5894303363074812
937,0.29826732673267325,0.426565712279998,0.0,0.24635027698211268,0.8052984568900142,0.20319387962083804,0.4605418002423202,0.5519867970039356,0.18231727665828415,0.5446503972152457,0.022237474262182557
939,0.6247749774977498,0.7521436092864664,0.04555494202098288,0.4215827231402762,0.03881500765330038,0.042672949878819054,0.3714630229740462,0.23130633489907326,0.18231727665828415,0.4616064320205054,0.649691146190803
954,0.3135688568856886,0.6098881813167527,0.5013804527885146,0.355489017761223,0.2417007581138017,0.01983897870637059,0.48963182395260263,0.6041640218357243,0.2904054487901876,0.4202229300290635,0.21441317776252578
965,0.28757875787578757,0.40410168981597555,0.0,0.5058802294976987,0.14180851591685598,0.26195038247875474,0.8464802694508374,0.388218865050146,0.18231727665828415,0.3567142442049641,0.34509265614275914
970,0.2685643564356436,0.3060221631650203,0.5708172280508006,0.4372175938345673,0.3925977145310781,0.29534053357966017,0.8753036249485504,0.7693284245271043,0.18231727665828415,0.2963261289816294,0.4337680164722032
973,0.8095184518451846,0.4333350047635762,0.8841800110436222,0.3322586188352782,0.1805131950841559,0.19104822039740876,0.43504600026666823,0.16287926875714104,0.18231727665828415,0.7940486829727023,0.9612903225806452
979,0.5023627362736274,0.7521436092864664,0.010215350635008282,0.7484772474122169,0.04359774727719029,0.22791814765888127,0.3714630229740462,0.0776945537641234,0.18231727665828415,0.9070319437483564,0.5003431708991078
984,0.43541854185418544,0.5623025623025623,0.0,0.48361163411410846,0.08868804297798756,0.13811331654068182,0.983686861952823,0.5354830519233211,0.18231727665828415,0.3692895517478831,0.43788606726149626
991,0.7782403240324032,0.33360076217219076,0.65378244064053,0.46891507818671596,0.7292530711666798,0.2499377541331705,0.4872549985797019,0.525199949219246,0.38855118452978266,0.3966410570745043,0.705971173644475
993,0.4795229522952295,0.3732136589279446,0.13956377691882937,0.7146187957181198,0.2717115765765236,0.4185960388558026,0.6919054603215091,0.33286784308746986,0.18231727665828415,0.38344205825297717,0.5536032944406315
995,0.391989198919892,0.47490347490347495,0.0,0.40236643231462105,0.1450493129362645,0.1247715778930246,0.6772039258198598,0.5269772756125429,0.18231727665828415,0.5643400137497454,0.4550446122168841
996,0.41336633663366334,0.5411923983352555,0.0,0.6521312354972265,0.13673314104246884,0.38385071059162484,0.9649157386419631,0.36371715119969533,0.18231727665828415,0.5714437517027057,0.39039121482498285
1008,0.4969621962196219,0.3110865968008825,0.16551628934290447,0.4159157469986908,0.9806890292246644,0.24770649073832438,0.38398483469469386,0.09191316491049893,0.34395351530219936,0.45146880598346834,0.5666437886067263
1010,0.7079207920792079,0.7440706012134584,0.0,0.9751352768028563,0.12461626833788944,0.21870006660532465,0.4894810984411504,0.09013583851720197,0.18231727665828415,0.6153600745476137,0.6951269732326699
1012,0.06064356435643564,0.40475354761069043,0.193677526228603,0.3635790465287917,0.1454978389489553,0.03210718213934625,0.37729494084023674,0.0209470610638568,0.7784005086131156,0.3445892629072774,0.07536032944406315
1032,0.3832133213321332,0.25071453642882213,0.0,0.43937258513753913,0.030562139260381344,0.003168172302551766,0.37152113345584614,0.0,0.3328561690258105,0.305534243592768,0.3549759780370625
1038,0.3832133213321332,0.25071453642882213,0.0,0.37008172857607335,0.030562139260381344,0.003168172302551766,0.3714630229740462,0.0,0.6020600458590678,0.31138140218491217,0.3549759780370625
1042,0.29522952295229526,0.3180564609136038,0.035891772501380446,0.44290929500294846,0.8348227675945473,0.9264656841757074,0.9844288952399725,0.5184714993017646,0.18231727665828415,0.7811647011020654,0.2565545641729582
1043,0.3832133213321332,0.25071453642882213,0.0,0.373906080749465,0.030562139260381344,0.003168172302551766,0.3714630229740462,0.019677542211501843,0.37719037471165434,0.3185680530221883,0.3549759780370625
1044,0.4954995499549955,0.36218221932507644,0.0,0.4434495368384356,0.587949285635799,0.11585161783824224,0.38500513046452445,0.1462485717912911,0.18231727665828415,0.3670484915603421,0.46808510638297873
1055,0.5072007200720072,0.5200822343679486,0.001656543346217559,0.5417364633568922,0.08289010723509259,0.05402701545525174,0.0,0.6259997460962295,0.18231727665828415,0.3263542212869553,0.43761153054221
1059,0.6116111611161117,0.44346387203530063,0.0,0.4046164097530341,0.08172145486761187,0.025085309046609047,0.39072110562959783,0.0,0.18231727665828415,0.3109078196547148,0.45298558682223755
1066,0.9854860486048604,0.3731635160206589,0.0,0.5643178303294486,0.8255452968186786,0.6488880685983909,0.5702467840393277,0.12111209851466295,0.18231727665828415,0.5057426324687194,0.9678792038435142
1067,0.44104410441044106,0.44241087098229953,0.0,0.41391425607957505,0.07946964883292282,0.25145592408371237,0.9966608502078272,0.4996826202869113,0.18231727665828415,0.3439211732664633,0.46094715168153744
1075,0.5445544554455445,0.665596951311237,0.40543898398674766,0.5468805051817475,0.4227214686189246,0.3446713193517082,0.47192737349202024,0.388472768820617,0.18231727665828415,0.4222589120673673,0.5387783115991764
1076,0.42304230423042305,0.4554981697838841,0.06046383213694091,0.4693922712038739,0.4880057731325755,0.10650679790781979,0.3714630229740462,0.0,0.18231727665828415,0.41618267906831735,0.3891557995881949
1085,0.34664716471647167,0.7521436092864664,0.0,0.7704590324849765,0.043211334359065594,0.11746207046981173,0.3714630229740462,0.805382759933985,0.18231727665828415,0.3937403640770455,0.31036376115305425
1087,0.161003600360036,0.7521436092864664,0.11526780784097183,0.36667832863763866,0.03878539166247045,0.0033251727079364004,0.3714630229740462,0.0,0.4969259457372959,0.320736771364034,0.08387096774193548
1093,0.46523402340234027,0.7521436092864664,0.0270568746548868,0.6493669775014619,0.04410392170323119,0.15946956634031156,0.3714630229740462,0.1910625872794211,0.18231727665828415,0.7078566624767841,0.4550446122168841
1097,0.5813456345634563,0.615153186581758,0.016703478741027056,0.3808111539540881,0.08422131616776694,0.15987135554569476,0.3714630229740462,0.6185095848673353,0.6767716133391863,0.5031928979534604,0.5846259437199726
1106,0.4848109810981098,0.39718196861054006,0.3219215902816123,0.29568412294766827,0.22244890247103372,0.14299800663416598,0.6759053675673482,0.47683128094452204,0.18231727665828415,0.4423502280694452,0.6580645161290323
1123,0.20207020702070208,0.38028380885523744,0.0,0.5237218088335103,0.15144288633966072,0.247698700641874,0.7432448883761645,0.44407769455376417,0.18231727665828415,0.3850192572151523,0.3492107069320522
1128,0.5114761476147615,0.3794313794313794,0.33172280508006624,0.4377256931352199,0.3920057885643435,0.4737049788603748,0.9381909460344697,0.6032753586390759,0.18231727665828415,0.9172435670557367,0.49045984900480444
1131,0.47175967596759677,0.4253121395978539,0.026780784097183874,0.6368041913865424,0.16804286357466908,0.32022719516678444,0.9674316952562044,0.4626126697981465,0.18231727665828415,0.3607248962575729,0.5190116678105697
1136,0.9988748874887489,0.28335756907185483,0.020568746548868026,0.3581679744145423,0.584445438056943,0.4857346854943311,0.5697250418843007,0.20045702678684782,0.18231727665828415,0.5039413274877902,0.64557309540151
1137,0.3998649864986498,0.60708017850875,0.0,0.5991615743413562,0.08350075655717008,0.1242005038993927,0.9601620878961618,0.5243112860225975,0.18231727665828415,0.3549932791175505,0.381194234728895
1149,0.5013501350135013,0.4712430426716141,0.0,0.5691960781162496,0.08511067314872899,0.19887936466370304,0.4247966654879159,0.05344674368414371,0.18231727665828415,0.3441072235461837,0.3106382978723405
1176,0.737961296129613,0.6964849821992679,0.1481225842076201,0.3679062715097225,0.36943234851361606,0.09040207647115223,0.3714630229740462,0.06753840294528374,0.9520528468721071,0.8243851528210883,0.8111187371310914
1183,0.4755850585058506,0.40941683798826656,0.44906129210381,0.5279052833673509,0.3225796792778268,0.2776192626314167,0.6137832683088018,0.43734924463628283,0.18231727665828415,0.6487645565883198,0.5045984900480439
1185,0.46827182718271826,0.7521436092864664,0.08420762009939259,0.5925810084596679,0.04631525245830932,0.14202963772156457,0.3714630229740462,0.04976513901231434,0.18231727665828415,0.6980129113133963,0.4587508579272478
1186,0.4567956795679568,0.3698540841397984,0.10229155162893429,0.358425114693218,0.4429569165028891,0.08415011995250438,0.4719621563023554,0.2601244128475308,0.8573227309733471,0.4379738180805679,0.5965682910089225
1188,0.489986498649865,0.40450283307426166,0.6021535063500828,0.43305884432752256,0.505465934628023,0.20629463762718456,0.5462582391781982,0.45664593119207825,0.18231727665828415,0.6381089496588794,0.45984900480439256
1194,0.8212196219621962,0.6749235320663892,0.010215350635008282,0.36966882062858436,0.2463894979245978,0.0283173002162351,0.38452976538994427,0.000507807540941983,0.4418567525932015,0.46491516710871456,0.8890871654083734
1212,0.9209045904590458,0.4209998495712782,0.7385422418553286,0.42463502769821126,0.3331736727562546,0.2546741327750031,0.6002527550884353,0.4037069950488765,0.48250831070277317,0.6928690439206724,0.7908030199039123
1213,0.6880063006300629,0.3395677681391967,0.15240198785201545,0.6303905194357254,0.3260910656994755,0.6496562919560362,0.6995808671354616,0.23041767170242478,0.18231727665828415,0.7043682197320268,0.6299245024021963
1219,0.24819981998199822,0.41748984606127465,0.6950579790171175,0.401901601810861,0.34054305490240727,0.4062286615026317,0.7822364187618479,0.581312682493335,0.18231727665828415,0.656777403862641,0.2071379547014413
1232,0.2497749774977498,0.4346387203530061,0.0,0.4393773249251759,0.16843491208869166,0.08205668134101117,0.3670108232511493,0.1260632220388473,0.19825603832488953,0.3516951150679618,0.3302676733013041
1238,0.6005850585058506,0.335456049741764,0.05369961347321921,0.3962111368938196,0.6338353676149272,0.09423919371303262,0.38535295856787577,0.07871016884600737,0.3861923359843791,0.38758167697675583,0.7017158544955389
1241,0.38906390639063904,0.7521436092864664,0.04320817228050801,0.631736797144754,0.044909692926867355,0.16292717068790447,0.3714630229740462,0.09292877999238289,0.18231727665828415,0.7666147235448414,0.3621139327385038
1242,0.5086633663366337,0.5506192649049793,0.0,0.4653843443602832,0.460819901438907,0.23914637321573085,0.3714630229740462,0.0,0.18231727665828415,0.8432314972583318,0.5309540150995197
1244,0.9303555355535553,0.44657273228701805,0.0,0.3658586939993596,0.0969577202538856,0.012672389591112818,0.3914283561064122,0.10245017138504507,0.18231727665828415,0.326259081939371,0.38476321207961567
1255,0.4446444644464446,0.35135135135135137,0.11761457758144671,0.5929630101236623,0.7194102817013366,0.7394668158370263,0.37831523661006733,0.0,0.18231727665828415,0.5842029953176209,0.5021276595744681
1256,0.8931143114311432,0.5651105651105651,0.8667863059083379,0.45029342425549856,0.31093621912271147,0.12285761111898444,0.4807853958573673,0.4334137361939825,0.4293570598339134,0.6189225145627143,0.8944406314344544
1262,0.8387713771377138,0.3226696083838941,0.06722805080066262,0.4523851615224188,0.9148225041649142,0.2721473191132114,0.5416205311335138,0.49714358258220137,0.18231727665828415,0.42461413947200954,0.6140013726835966
1279,0.9070657065706571,0.44160858446572737,0.058807288790723354,0.529835071708759,0.2146062975591108,0.1651925906594946,0.3794862578913501,0.02513647327662816,0.989285977634896,0.4516802267558779,0.700754975978037
1281,0.5615436543654365,0.6535626535626535,0.0,0.5122370338868855,0.07715555487235666,0.10833237704905753,0.937460507017432,0.5425923574965088,0.18231727665828415,0.36831913040252334,0.582566918325326
1291,0.021489648964896496,0.34232562803991373,0.04514080618442849,0.4052431891823063,0.14446128068450637,0.12921043477427147,0.7613783268308801,0.2065507172781516,0.49115007359808344,0.36597024562105346,0.2690459849004805
1292,0.5676192619261925,0.33981848267562553,0.3141910546659304,0.31440467698606867,0.5238563516644614,0.5565047155551148,0.8247989843419382,0.224831788752063,0.18231727665828415,0.8282607923640127,0.5854495538778312
1303,0.3832133213321332,0.25071453642882213,0.0,0.3489747569838929,0.030562139260381344,0.003168172302551766,0.3714630229740462,0.0,0.5662478749708699,0.3358403309575274,0.3549759780370625
1311,0.6343384338433844,0.3877049591335306,0.5151849806736609,0.4414072496251068,0.7461646029340919,0.36756401586662873,0.6142122563029351,0.4359527738986924,0.18231727665828415,0.8539632156658397,0.6404941660947152
1312,0.3524977497749775,0.7521436092864664,0.047073440088348975,0.5277705319713141,0.04813794069660546,0.1260152967532376,0.3714630229740462,0.05141551352037578,0.18231727665828415,0.8293834366655074,0.3175017158544956
1328,0.61003600360036,0.7521436092864664,0.0,0.8857456511768494,0.2266524073055556,0.08136995437700052,0.6491921692299666,0.8866319664847023,0.18231727665828415,0.34443069732797027,0.6317089910775567
1335,0.7216471647164716,0.3888582460011032,0.0,0.24652582467236248,0.08064180279309471,0.03248799800813226,0.5599278836399052,0.7449536625618891,0.18231727665828415,0.3358787270840047,0.4536719286204531
1355,0.3832133213321332,0.25071453642882213,0.0,0.39018441161235606,0.030562139260381344,0.003168172302551766,0.3714630229740462,0.0,0.18231727665828415,0.3080874665507717,0.3549759780370625
1356,0.4814356435643564,0.31344331344331344,0.5517669795692987,0.48317894614518286,0.7464395805134398,0.6824879530652681,0.704902637116737,0.4924463628284881,0.18231727665828415,0.5672829909016861,0.7434454358270419
1359,0.4551080108010801,0.33119390262247406,0.23591938155715073,0.5509168658061533,0.3697240525283543,0.8562619342030476,0.9963709934550345,0.44725149168465156,0.18231727665828415,0.7884079767648159,0.45243651338366514
1364,0.4383438343834383,0.3311437597151883,0.49144119271120923,0.4425989959166618,0.49831685649349194,0.3317074003818945,0.46927228563643847,0.448647962422242,0.4752333572449865,0.5116581856807381,0.610706932052162
1374,0.5554680468046804,0.6600310886025172,0.0,0.5630667439735838,0.14478984489773664,0.0800708059843521,0.6452501173919849,0.6546908721594517,0.18231727665828415,0.34381546288025855,0.4889498970487303
1377,0.511926192619262,0.37812766384194957,0.5924903368304804,0.4225791417201448,0.8429165244843227,0.4360006124214286,0.6119861564414866,0.4822902120096484,0.18231727665828415,0.9692551912762059,0.5058339052848319
1379,0.7758775877587758,0.6301960587674874,0.030093870789618993,0.4544843162973778,0.06195604400638427,0.06683543211515201,0.6661429921332878,0.34492827218484196,0.18231727665828415,0.349591478382487,0.7899794097460536
1383,0.3832133213321332,0.25071453642882213,0.0,0.35195457518077083,0.030562139260381344,0.003168172302551766,0.3714630229740462,0.0,0.808271908417058,0.3148994438378068,0.3549759780370625
1387,0.2972547254725472,0.41267612696184125,0.0,0.44066302631855475,0.8939755241060919,0.2932650721138217,0.3741412993698514,0.008759680081249208,0.18231727665828415,0.7864671340740964,0.34824982841455043
1389,0.6102610261026102,0.445519731234017,0.8434566537824406,0.7178342854529068,0.30649529973714135,0.5358073281437309,0.6022005924672027,0.25479243366764,0.18231727665828415,0.9611810319778857,0.5827041866849691
1392,0.5921467146714671,0.3773253773253773,0.011871893981225842,0.5893296674360271,0.47456344710338083,0.4539151376854605,0.3714630229740462,0.5947695823282977,0.18231727665828415,0.676471248812589,0.6238846945778999
1395,0.3832133213321332,0.25071453642882213,0.0,0.37578034162569524,0.030562139260381344,0.003168172302551766,0.3714630229740462,0.0,0.47649922119195487,0.30898847845654936,0.3549759780370625
1396,0.13793879387938796,0.47029032743318455,0.0,0.28816400604774156,0.04316682553656173,0.00486701256692367,0.48871587661377747,0.822775168211248,0.7916056514046739,0.4130599942598286,0.84557309540151
1399,0.402002700270027,0.39111467682896256,0.41938155715074543,0.6779342734612689,0.4784454670490204,0.5424492842249649,0.6940504002921756,0.5889297956074647,0.5179130841973351,0.7489610890486453,0.4462594371997255
1401,0.42934293429342923,0.39447425161710875,0.7352291551628933,0.32955246465248356,0.419237201918084,0.09368669610324394,0.6197775059565562,0.7596800812492066,0.18231727665828415,0.37080121027061125,0.43198352779684285
1411,0.6562781278127813,0.4842300556586271,0.0,0.390729346257929,0.5991723832226091,0.06106580564128823,0.37489763998631875,0.0,0.18231727665828415,0.4969132274303671,0.7232669869595058
1419,0.4113411341134114,0.6237777666349096,0.2515184980673661,0.4872041805075306,0.3425902541729679,0.18617641392497716,0.3714630229740462,0.0,0.18231727665828415,0.30919319719047356,0.3628002745367193
