,Gross Profit Growth,Gross Margin,Intangibles to Total Assets,Net Income,assetTurnover,Revenue,Interest Expense,Debt to Assets,R&D Expenses,SG&A Expense,Revenue Growth
814,0.441,0.6227,0.0471,39032127.3517,1.3429465534346003,780468451.5195,1889725.0362,0.1324,38925180.8973,216181620.8394,0.2446
829,0.2062,0.4222,0.1743,417867000.0,0.7824659032507699,1805695000.0,20368000.0,0.1733,0.0,176890000.0,0.247
832,0.0,0.0,0.0,-17826634.0,0.0,0.0,2952202.0,0.218,4552151.0,11407206.0,0.0
837,0.0125,0.3021,0.4519,6135000.0,0.80519795121113,1339541000.0,57580000.0,0.5648,15877000.0,329825000.0,0.0738
843,0.0267,0.4495,0.0051,-18826000.0,2.0699941612555,467976000.0,3357000.0,0.2506,0.0,193230000.0,0.0393
846,0.0,1.0,0.0,-15482000.0,0.2415163673178599,25764000.0,1666000.0,0.1384,28710000.0,10753000.0,0.0
848,-0.0197,0.3361,0.2384,157360000.0,0.75992361392703,1386815000.0,21853000.0,0.3888,0.0,262751000.0,0.018
865,0.4443,0.7409,0.0378,-66565000.0,0.83641376192325,170201000.0,359000.0,0.0,25687000.0,167059000.0,0.3697
867,0.1252,0.7662,0.2167,69285000.0,0.3611877348887,892345000.0,28799000.0,0.5672,0.0,348856000.0,-0.1646
868,-0.0563,0.1167,0.2389,13000000.0,1.6911440948796002,2381300000.0,25600000.0,0.2996,6500000.0,182800000.0,0.05
871,0.0404,0.3382,0.0007,17742000.0,2.1326156755632,809671000.0,13738000.0,0.5092,0.0,227292000.0,0.0381
876,0.5376,0.3157,0.0064,-163000000.0,0.91146881287726,2265000000.0,53000000.0,0.301,0.0,212000000.0,0.0254
881,0.1015,0.1279,0.0056,233436000.0,0.7035099853656099,2915109000.0,46286000.0,0.3514,0.0,0.0,0.285
882,0.2449,0.469,0.4304,-26244000.0,0.47085985550567,276140000.0,21055000.0,0.4215,13405000.0,66988000.0,0.0862
893,0.0272,0.6535,0.0352,79164000.0,0.11461120961938,475212000.0,39430000.0,0.2563,0.0,25822000.0,0.0194
896,0.0768,0.2746,0.4374,-3500000.0,0.61182061182061,618000000.0,20800000.0,0.2913,15600000.0,119800000.0,0.0244
904,0.3029,0.9685,0.0252,115866000.0,0.0717841365516269,331081000.0,0.0,0.7358,0.0,147544000.0,0.2903
906,-0.1629,0.1377,0.0643,164000000.0,1.4867962132536,2984000000.0,14000000.0,0.2018,0.0,193000000.0,-0.0515
912,0.0969,0.4745,0.0,90921000.0,0.25526291040306,567270000.0,41944000.0,0.4314,0.0,21509000.0,0.1007
914,0.0903,0.2724,0.1185,139436781.6092,1.2397295569126,1814026436.7816,32921839.0805,0.5379,23356321.8391,266572413.7931,0.1376
927,0.2979,0.3625,0.0,102451000.0,1.8372765585562,1278208000.0,-1458000.0,0.0,0.0,306022000.0,0.2777
941,0.3447,0.3565,0.1952,103617945.0072,0.41941399574877,1456295224.3126,35311143.2706,0.4068,0.0,173516642.54700002,0.1708
949,-0.0755,0.3507,0.0,-122149000.0,1.8810985660709,667600000.0,7683000.0,0.4348,0.0,117455000.0,-0.2424
951,0.2147,1.0,0.033,19596000.0,0.0200383776345869,131850000.0,0.0,0.1822,0.0,78176000.0,0.2147
966,-0.0619,0.7163,0.3632,-33867000.0,0.51265513714723,55640000.0,10192000.0,0.4759,4903000.0,58602000.0,-0.1024
977,-0.085,0.3059,0.0,87784000.0,0.2701117720276,863704000.0,40970000.0,0.3058,0.0,28563000.0,-0.0072
982,-0.1019,0.1103,0.4135,32243000.0,0.87904050192459,975146000.0,43456000.0,0.606,0.0,0.0,0.0574
985,0.3789,0.3642,0.6405,-52658000.0,0.3640886707801999,627063000.0,5484000.0,0.1283,0.0,235418000.0,0.4417
991,0.1059,1.0,0.0074,284020000.0,0.031651108887352,750119000.0,0.0,0.0612,0.0,288858000.0,0.1059
996,0.0464,0.6214,0.0,69771000.0,0.14113260427664,450389000.0,52804000.0,0.4218,0.0,34511000.0,0.0604
1003,0.3511,0.1653,0.4736,57883000.0,1.6964565623526,823611000.0,9987000.0,0.4137,9355000.0,47448000.0,0.2557
1005,0.0856,0.2443,0.1011,256632000.0,0.5855229068544301,1386520000.0,27638000.0,0.2622,0.0,41205000.0,0.1447
1007,0.0078,0.4471,0.0,4052000.0,0.27798058943994,405860000.0,26370000.0,0.4151,0.0,126768000.0,0.0729
1008,0.0268,0.5793,0.0,206086000.0,0.25778850773596,1270555000.0,51185000.0,0.2865,0.0,130128000.0,0.0258
1020,0.1011,0.1204,0.1199,15012000.0,2.3069556565588,816164000.0,1080000.0,0.0724,7332000.0,73381000.0,0.1542
1022,0.2886,0.9839,0.0,467363000.0,0.22836813418282,719353000.0,10179000.0,0.071,0.0,150900000.0,0.2478
1023,0.1723,0.7492,0.0,72353000.0,0.094526979179684,231465000.0,57050000.0,0.5652,0.0,10039000.0,0.1702
1024,-0.2867,0.3072,0.1403,-27323000.0,0.27906963305403,96586000.0,503000.0,0.0165,27039000.0,22828000.0,-0.2037
1044,0.0,0.0,0.0,33986166.0,0.0,0.0,5012.0,0.0,6828612.0,4355350.0,0.0
1050,0.0,0.0,0.0,-22063000.0,0.0,0.0,0.0,0.0,19040000.0,7121000.0,0.0
1054,-0.0782,0.1343,0.026,36847000.0,1.9527850705844,3081571000.0,52868000.0,0.4084,0.0,229324000.0,-0.0717
1055,0.0,0.0,0.0,-18969493.0,0.0,0.0,0.0,0.0155,8839661.0,10520217.0,0.0
1056,0.0998,0.2223,0.0,37284000.0,1.3533638967657,376089000.0,1168000.0,0.1152,0.0,33451000.0,0.0824
1067,0.1102,0.5372,0.0012,116788000.0,0.12705492602154,169745000.0,-32038500.0,0.4931,0.0,14203000.0,0.0602
1071,0.203,0.3844,0.0,5872000.0,0.12421737956518,73150000.0,1661000.0,0.0,0.0,6897000.0,0.0714
1078,0.5353,0.2442,0.0,135054000.0,1.9302589070677,2155136000.0,17145000.0,0.0954,0.0,99052000.0,0.4465
1079,0.0514,0.3823,0.0,13393000.0,0.1187498817771799,828678000.0,53923000.0,0.3936,0.0,22512000.0,0.0772
1087,0.1434,0.8274,0.2937,120949000.0,0.95218248498367,1139791000.0,8665000.0,0.306,0.0,59565000.0,0.1339
1088,0.0354,0.4084,0.0438,58269000.0,1.1106960447756002,344900000.0,0.0,0.0,0.0,56691000.0,0.0249
1091,0.1516,1.0,0.0129,435788000.0,0.040502631689861,935995000.0,0.0,0.0378,0.0,343810000.0,0.1516
1097,-0.0325,1.0,0.0,301801000.0,0.0307128789765359,381464000.0,0.0,0.6344,0.0,46076000.0,-0.0325
1099,-0.1975,1.0,0.0835,-24816000.0,0.019966468526139,524000.0,0.0,0.0,14271000.0,11546000.0,-0.1975
1105,0.0729,1.0,0.0196,203850000.0,0.032880125735201,521667000.0,0.0,0.1505,0.0,194650000.0,0.0729
1110,0.1761,0.7268,0.0121,-13384000.0,0.13028716795652,523008000.0,0.0,0.4872,22429000.0,97846000.0,0.1673
1111,0.1123,1.0,0.0024,324866000.0,0.035946346271954,1156190000.0,0.0,0.1671,0.0,346032000.0,0.1123
1120,0.0903,0.2921,0.2332,-82243000.0,0.46591066781008,466692000.0,26258000.0,0.3756,0.0,69068000.0,0.2208
1139,-0.161,0.2584,0.0,102216000.0,0.2935045057551,816138000.0,32066000.0,0.3498,0.0,41951000.0,-0.0042
1144,0.114,0.2567,0.2403,32654000.0,0.87760327604282,1570450000.0,48880000.0,0.4752,0.0,293688000.0,0.0987
1147,0.0787,0.3482,0.0194,193688000.0,0.33381008155297,1058207000.0,51402000.0,0.3644,0.0,30460000.0,0.1195
1152,0.5472,0.0651,0.0149,-31700000.0,1.3448563794255,1610600000.0,17100000.0,0.1579,0.0,98200000.0,0.2117
1153,0.0148,0.7107,0.0,163239000.0,0.12853761314746,403954000.0,50775000.0,0.413,0.0,27749000.0,0.0191
1159,-0.0076,0.2097,0.5208,9694000.0,0.8340824264917,2457769000.0,26925000.0,0.2423,0.0,350927000.0,0.0488
1165,0.105,0.4398,0.0,139000000.0,0.1324465712316,653200000.0,4600000.0,0.0421,0.0,22600000.0,-0.0323
1192,0.3153,0.889,0.1073,-23822720.6946,0.8227938334693399,291149348.7699,0.0,0.0532,34916063.6758,249766859.6237,0.3323
1199,0.0821,0.3165,0.3253,105600000.0,0.7090332069045601,916000000.0,20900000.0,0.3445,0.0,166700000.0,0.109
1201,0.0756,1.0,0.061,157916000.0,0.038249347517927,463460000.0,0.0,0.0392,0.0,189994000.0,0.0756
1202,0.0654,0.2376,0.0741,-31492000.0,1.0013151655256,270283000.0,8668000.0,0.2049,30619000.0,66998000.0,0.176
1204,0.0949,0.3067,0.4362,28879000.0,1.1530901910226,677949000.0,15076000.0,0.3597,0.0,161660000.0,0.0764
1210,0.3893,0.846,0.0074,-22397000.0,0.52403963214774,83937000.0,1127000.0,0.0004,11773000.0,79741000.0,0.3891
1228,0.4779,0.3396,0.535,22065000.0,0.73475595345426,839419000.0,19733000.0,0.318,13617000.0,187561000.0,0.3175
1229,0.2709,0.1772,0.1104,188500000.0,0.71755902893249,2157700000.0,28300000.0,0.1815,0.0,193000000.0,0.2003
1236,-0.12,0.3326,0.5035,3676000.0,0.7526491822503101,1345243000.0,35429000.0,0.4579,0.0,170490000.0,-0.1077
1249,-0.1186,0.3668,0.0,33990000.0,0.33476199497277,263296000.0,-384000.0,0.0993,723000.0,26189000.0,-0.018
1255,0.1932,0.1689999999999999,0.0389,-927000.0,1.4647776010795,303956000.0,1198000.0,0.062,9248000.0,43163000.0,0.2526
1258,0.0052,1.0,0.0313,189589000.0,0.034836578606806,533207000.0,0.0,0.0732,0.0,222442000.0,0.0052
1259,0.1115,0.5981,0.0,55027000.0,1.0446873872535,787594000.0,0.0,0.0,0.0,258681000.0,0.1282
1261,0.4863,0.3906,0.0,-25479000.0,0.16121179472063,31721000.0,1722000.0,0.0807,0.0,14158000.0,0.0217
1272,0.0546,0.2007,0.0852,158225000.0,1.6725577767554,2457449000.0,591000.0,0.0,0.0,136163000.0,0.1072
1273,0.4532,0.627,0.6279,42820000.0,0.6807623027227301,399472000.0,9429000.0,0.3414,11206000.0,152585000.0,0.3929999999999999
1280,0.4049,0.1435,0.0487,44512000.0,2.1470284361323,897737000.0,14676000.0,0.3916,0.0,60679000.0,0.1887
1297,0.4656,0.3807,0.0426,107161000.0,0.44686843044703,540768000.0,692000.0,0.0198,36605000.0,73481000.0,0.2519
1299,0.1585,0.8034,0.0,92926000.0,0.1131311457867299,350993000.0,48817000.0,0.4274,0.0,34052000.0,0.1658
1309,-0.3215,0.1827,0.0327,6379000.0,0.27655281769307,420675000.0,33630000.0,0.1627,14009000.0,32941000.0,-0.0626
1310,0.1639,0.1777,0.2276,-67100000.0,1.197743044296,1846800000.0,39100000.0,0.1771,0.0,251600000.0,0.1679
1321,0.0,0.0,0.0,-39136366.0,0.0,0.0,0.0,0.0,17415520.0,18689839.0,0.0
1329,0.2232,0.2732,0.3732,35632000.0,1.737518608153,1216197000.0,20937000.0,0.3434,0.0,263757000.0,0.208
1330,-0.0273,1.0,0.0341,105491000.0,0.042674925812673,410011000.0,0.0,0.0405,0.0,252131000.0,-0.0273
1342,0.2007,1.0,0.735,36633000.0,0.2923847862120999,274116000.0,7962000.0,0.2094,0.0,176425000.0,0.2007
1346,0.2016,1.0,0.0,395056000.0,0.4761169879950999,261004000.0,23954000.0,0.6984,0.0,22753000.0,0.2016
1353,0.3008,0.2755,0.0,-122007000.0,0.1215959302758999,97857000.0,16255000.0,0.5868,0.0,18708000.0,0.0719
1373,0.0,0.0,0.0,-5802000.0,0.0,0.0,0.0,0.0,0.0,5563000.0,0.0
1374,0.0873,0.1251,0.3997,69421000.0,1.7381862674823,2267278000.0,28759000.0,0.3879,0.0,128160000.0,0.283
1377,0.0639,0.1605,0.1709,124214000.0,0.82350210542117,2847261000.0,53898000.0,0.3523,0.0,232750000.0,0.071
1382,0.049,0.1604,0.356,36596000.0,1.1357318713962,1096523000.0,8436000.0,0.3534,13287000.0,101850000.0,0.1863
1392,0.1531,0.8163,0.0,134042000.0,0.27735058805223,256668000.0,23614000.0,0.5157,0.0,22462000.0,0.0976
1395,0.1144,0.2541,0.4292,20402000.0,1.9724371175235,1444609000.0,20745000.0,0.3799,0.0,318289000.0,0.1099
1397,0.349,0.7568,0.0218,46210000.0,0.076225972446672,212494000.0,25416000.0,0.2717,0.0,25194000.0,0.3169
1401,0.0,0.0,0.0,-36726000.0,0.0,0.0,0.0,0.0,28394000.0,8785000.0,0.0
1405,-0.0764,0.3229999999999999,0.0,35030000.0,2.0964109248537,968219000.0,231000.0,0.0069,0.0,231832000.0,-0.0049
1407,0.2018,0.3885,0.611,259233000.0,0.6699795281216999,1777721000.0,19901000.0,0.2007,0.0,314470000.0,0.1659
1410,0.1857,0.2525,0.0086,155286000.0,1.078057404192,1504400000.0,0.0,0.4685,0.0,179805000.0,0.1959
1413,0.0,0.0,0.0,-17453409.0,0.0,0.0,0.0,0.0,13344421.0,5989170.0,0.0
1414,-0.218,0.4379,0.0,-88326000.0,0.03060480932718,5670000.0,10113000.0,0.6481,27638000.0,55214000.0,0.3574
1417,0.0167,0.28,0.3038,226958000.0,1.0874831429718002,1799889000.0,27823000.0,0.4639,15223000.0,214092000.0,0.0665
1419,0.0409999999999999,0.2867,0.5326,-54847000.0,0.9437225109956,302112000.0,21417000.0,0.5984,0.0,35226000.0,0.0561
1425,-0.0973,0.3428,0.5967,-51693000.0,0.4963573309546,708903000.0,57433000.0,0.3777,0.0,202077000.0,-0.1325
1429,0.2427,0.4657,0.0,-5361204.0,1.3806141395863998,193237462.0,296234.0,0.0,0.0,94875776.0,0.2683
1437,0.025,0.7440000000000001,0.1822,72677000.0,0.7576198845714499,610803000.0,0.0,0.0,0.0,6086000.0,0.0057
1440,-0.1079,0.4398,0.5397,-10187863.0,0.17379410432803,3660120.0,0.0,0.0,167595.0,17732490.0,0.1361
1455,-0.2485,0.3947,0.1983,-36224000.0,0.6432384057276199,40250000.0,5447000.0,0.6816,27909000.0,19496000.0,-0.166
1464,0.0034,0.6685,0.0,-121568000.0,0.2997954358072899,77087000.0,5548000.0,0.2333,1637000.0,24157000.0,-0.0186
1475,0.2791,0.3362,0.296,86436000.0,0.99788430979392,757956000.0,4264000.0,0.1173,0.0,159393000.0,0.2579
1480,0.0799,1.0,0.0367,107498000.0,0.041941403288472,328328000.0,0.0,0.1158,0.0,174343000.0,0.0799
1485,0.196,0.1815,0.0445,91596000.0,0.71240000081918,2087171000.0,0.0,0.451,0.0,233767000.0,0.1618
1489,0.2332,0.3572,0.0064,37283000.0,2.030614969296,273800000.0,0.0,0.0,0.0,43545000.0,0.0988
1491,0.1675,0.4202,0.7135,157692000.0,0.47294036863368,703906000.0,49106000.0,0.5296,0.0,118214000.0,0.0949
1501,0.3271,0.8633,0.5297,-11807000.0,0.49987416437279,63559000.0,0.0,0.0,15673000.0,38767000.0,0.4003
1502,-0.0236,0.086,0.1011,22817000.0,1.3509253425260002,2566465000.0,10473000.0,0.0811,0.0,143205000.0,0.0456
1504,-0.0949,0.3799,0.0322,14095000.0,1.2189399293286,146608000.0,3988000.0,0.3753,0.0,66754000.0,-0.0417
1508,0.1304,0.4681,0.0288,79406000.0,0.40936782232387,498330000.0,12297000.0,0.2453,0.0,115770000.0,0.0786
1510,0.0469,0.3242,0.0287,88265557.1635,0.89775335558715,502353545.5861,0.0,0.0,0.0,101230824.8915,-0.1871
1515,0.2438,0.2669,0.2881,81200000.0,0.7478007290401,1538600000.0,21500000.0,0.1856,0.0,292600000.0,0.0791
1516,0.0866,0.2148,0.0,312577000.0,1.2992628745244,2451787000.0,20471000.0,0.1685,0.0,100300000.0,0.0547
1520,0.2876,0.5467,0.3025,20688567.2938,0.55765630439488,184064833.5745,4891895.8032,0.2564,0.0,70585528.22,0.2564
1522,-0.0235,0.309,0.0464,-24885000.0,1.7450578415581,238340000.0,6591000.0,0.0,6436000.0,82888000.0,-0.0033
1524,0.2391,0.402,0.3578,24195000.0,0.76529977913937,454272000.0,4024000.0,0.1629,0.0,143610000.0,0.2795
1534,0.0646,0.4777,0.3841,9842000.0,0.98363704913912,195670000.0,86000.0,0.0,24075000.0,71925000.0,0.0613
1546,-0.1319,0.6457,0.0,-9162162.0,0.12091072507313,83867594.0,0.0,0.2687,0.0,3155850.0,-0.1383
1556,0.0039,0.4493,0.0009,65584000.0,0.24604257526507,698196000.0,37854000.0,0.3101,0.0,100781000.0,0.0327
1561,0.0554,0.5117,0.5994,267085000.0,0.95117676109076,1350145000.0,14366000.0,0.4049,0.0,324645000.0,0.1056
1563,0.1291,0.2518,0.2902,137057000.0,1.054819529086,1722380000.0,38148000.0,0.3688,5548000.0,238690000.0,0.0718
1564,0.0786,0.5093,0.0565,40518000.0,0.7806953125177599,343374000.0,17405000.0,0.6058,17071000.0,93326000.0,0.0362
1570,0.1977,0.4008,0.6526,127594000.0,1.0374041970759,1077032000.0,4471000.0,0.0472,0.0,278174000.0,0.2097
1571,0.2138,0.2774,0.6904,-8994000.0,0.96802050525736,435828000.0,3502000.0,0.1648,0.0,50261000.0,0.085
1576,0.0226,0.2274,0.1413,62007000.0,1.275211312428,1330354000.0,15262000.0,0.364,0.0,191156000.0,0.0581
1577,0.4236,0.2716,0.6604,39653000.0,1.8806097533404,332725000.0,3474000.0,0.4248,0.0,32784000.0,0.4553
1578,-0.1835,0.3677,0.0,-46927000.0,0.2017006678627499,375941000.0,54211000.0,0.519,0.0,15052000.0,0.0588
1584,0.053,0.1953,0.2595,30000000.0,1.0985196528841,1506400000.0,46400000.0,0.5207,0.0,126500000.0,0.1275
1586,0.1389,1.0,0.0069,195184000.0,0.048064832865474,517811000.0,0.0,0.0133,0.0,252208000.0,0.1389
1592,0.3302,0.3319,0.3562,84040000.0,1.2760842775124,619225000.0,3059000.0,0.1225,25847000.0,79052000.0,0.3019
1597,-0.1295,0.3598,0.2183,1464969.0,1.2117369968401002,18515082.0,144819.0,0.1594,0.0,7088610.0,-0.0079
1598,0.0913,0.7762,0.0,-34803000.0,0.0923796335320209,4603000.0,0.0,0.0,17956000.0,20888000.0,0.0882
1602,0.0682,0.3139,0.2697,6420000.0,0.90203574500621,660660000.0,26294000.0,0.7432,0.0,84791000.0,0.1024
1605,0.1159,0.6848,0.0257,77922000.0,0.29368381699626,544392000.0,35526000.0,0.61,0.0,61113000.0,0.1299
1608,-0.2624,0.3305,0.0625,47057000.0,0.1925848224823599,886030000.0,16117000.0,0.0625,0.0,238556000.0,0.023
1609,0.2445,1.0,0.0,63075000.0,0.027901939420223,93803000.0,0.0,0.743,0.0,16025000.0,0.2445
1613,-0.0566,0.5825,0.0,-20400686.0,0.091776872250496,159334760.0,35658045.0,0.4372,0.0,26186332.0,-0.0484
1620,-0.2145,0.7708,0.0,46762000.0,0.089413957709458,138722000.0,35728000.0,0.4107,0.0,11153000.0,-0.2205
1623,0.1976,1.0,0.0385,116998000.0,0.0437500646475819,499101000.0,0.0,0.044,0.0,283351000.0,0.1976
1626,-0.0948,0.9859,0.0017,71695000.0,0.031650518512116,311233000.0,0.0,0.1696,0.0,183787000.0,-0.0832
1628,0.1281,1.0,0.0247,166261000.0,0.036894617834558,469679000.0,0.0,0.0371,0.0,185383000.0,0.1281
1629,0.1,0.1828,0.0936,137300000.0,0.7613750451789101,1895900000.0,34400000.0,0.2512,0.0,43800000.0,0.01
1634,0.1363,0.6329,0.2557,53793000.0,0.84534771831169,675574000.0,2578000.0,0.0576,0.0,332831000.0,0.1426
1638,0.1268,0.3341,0.1594,26802000.0,1.8566214890593,927401000.0,0.0,0.0,0.0,261114000.0,0.109
1639,0.0984,0.1425,0.155,104459000.0,1.8311706992594,2507878000.0,25199000.0,0.3627,0.0,148888000.0,0.1067
1640,-0.0245,0.3535,0.3454,87651000.0,0.6871420040270602,879091000.0,6629000.0,0.1786,33075000.0,164046000.0,0.0707
1643,0.3023,0.4702,0.0928,17923000.0,1.3569538625183002,204113000.0,-301000.0,0.0,20897000.0,68319000.0,0.2526
1650,0.0217,0.5375,0.0,9080000.0,0.51071102958138,232468000.0,13429000.0,0.3742,0.0,66647000.0,0.0245
1651,-0.2535,0.2142,0.0,-42939001.0,0.24880348325192,210179181.0,27405608.0,0.5585,0.0,15860261.0,0.0727
1653,-0.0203,0.2341,0.1884,47523000.0,1.3894896316637,1907672000.0,3875000.0,0.0787,0.0,345307000.0,-0.0246
1654,0.1924,0.5643,0.0004,26288000.0,0.11524609843938,191232000.0,36006000.0,0.5939,0.0,10817000.0,0.1862
1656,0.2189,0.5537,0.0018,23351000.0,2.1131455567409,471447000.0,1988000.0,0.1259,0.0,223947000.0,0.2535
1658,-0.2468,0.2742,0.044,13489000.0,0.44237009652906,366163000.0,30890000.0,0.4174,0.0,26880000.0,-0.0621
1660,0.0746,0.3618,0.0,9654000.0,0.45810293301838,102397000.0,0.0,0.0,5897000.0,19003000.0,0.0377
1673,0.3071,0.6856,0.1985,128056302.0,0.23227986118127,466877569.0,338136.0,0.0,9524412.0,164393170.0,0.2604
1674,0.3117,0.5962,0.0315,-221000.0,0.652865967679,257664000.0,10245000.0,0.5268,34172000.0,112449000.0,0.2869
1675,0.1636,0.64,0.1876,-104497000.0,1.0695900926738,296500000.0,0.0,0.0,36405000.0,185796000.0,0.1701
1679,-0.0635,0.3167,0.0064,9990000.0,0.23148604480438,495063000.0,48491000.0,0.5111,0.0,26881000.0,-0.0064
1681,0.1048,0.2263,0.0039,-144597000.0,1.2664073606843,964720000.0,45853000.0,0.4591,0.0,167515000.0,0.1165
1682,-0.2,0.1602,0.0059,-10750167.0,0.27173675398451,12330687.0,451258.0,0.1723,172384.0,5166433.0,-0.0667
1688,-0.0396,0.636,0.0007,63871000.0,0.29093272893296,436816000.0,23433000.0,0.2777,0.0,82595000.0,-0.0086
1690,-0.0798,0.5587,0.0,7016000.0,1.2965160878207,454648000.0,-413000.0,0.0,0.0,239810000.0,-0.0644
1691,-0.0657,0.2934,0.004,49347000.0,0.87928323501753,1285622000.0,21433000.0,0.3267,0.0,27590000.0,0.096
